ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
Changsha-Liu-2007-201-38-1,,Changsha,Liu-2007-201-38,kan³³,kan³³,k a n ³³,,Liu2007,,,,,i n c t,liver/肝,619,肝
Loudi-Liu-2007-201-38-1,,Loudi,Liu-2007-201-38,kuẽ⁴⁴,kuẽ⁴⁴,k w ẽ ⁴⁴,,Liu2007,,,,,i m n t,liver/肝,619,肝
Nanchang-Liu-2007-201-38-1,,Nanchang,Liu-2007-201-38,kon⁴²,kon⁴²,k o n ⁴²,,Liu2007,,,,,i n c t,liver/肝,619,肝
Meixian-Liu-2007-201-38-1,,Meixian,Liu-2007-201-38,lon³³,lon³³,l o n ³³,,Liu2007,,,,,i n c t,liver/肝,553,肝
Guilin-Liu-2007-201-38-1,,Guilin,Liu-2007-201-38,kuɑ⁴²,kuɑ⁴²,k w ɑ ⁴²,,Liu2007,,,,,i m n t,liver/肝,619,肝
Guangzhou-Liu-2007-201-38-1,,Guangzhou,Liu-2007-201-38,kɔn⁵³,kɔn⁵³,k ɔ n ⁵³,,Liu2007,,,,,i n c t,liver/肝,619,肝
Fuzhou-Liu-2007-201-38-1,,Fuzhou,Liu-2007-201-38,kaŋ⁵⁵,kaŋ⁵⁵,k a ŋ ⁵⁵,,Liu2007,,,,,i n c t,liver/肝,619,肝
Xiamen-Liu-2007-201-38-1,,Xiamen,Liu-2007-201-38,kuã⁵⁵,kuã⁵⁵,k w ã ⁵⁵,,Liu2007,,,,,i m n t,liver/肝,619,肝
Beijing-Liu-2007-201-39-1,,Beijing,Liu-2007-201-39,kei²¹⁴,kei²¹⁴,k ei ²¹⁴,,Liu2007,,,,,i n t,give/給,620,給
Haerbin-Liu-2007-201-39-1,,Haerbin,Liu-2007-201-39,kei²¹³,kei²¹³,k ei ²¹³,,Liu2007,,,,,i n t,give/給,620,給
Jinan-Liu-2007-201-39-1,,Jinan,Liu-2007-201-39,tɕi⁵³,tɕi⁵³,tɕ i ⁵³,,Liu2007,,,,,i n t,give/給,620,給
Rongcheng-Liu-2007-201-39-1,,Rongcheng,Liu-2007-201-39,kei²¹⁴,kei²¹⁴,k ei ²¹⁴,,Liu2007,,,,,i n t,give/給,620,給
Taiyuan-Liu-2007-201-39-1,,Taiyuan,Liu-2007-201-39,kei⁵³,kei⁵³,k ei ⁵³,,Liu2007,,,,,i n t,give/給,620,給
XiAn-Liu-2007-201-39-1,,XiAn,Liu-2007-201-39,kei⁵³,kei⁵³,k ei ⁵³,,Liu2007,,,,,i n t,give/給,620,給
Chengdu-Liu-2007-201-39-1,,Chengdu,Liu-2007-201-39,ke⁴⁵,ke⁴⁵,k e ⁴⁵,,Liu2007,,,,,i n t,give/給,620,給
Nanjing-Liu-2007-201-39-1,,Nanjing,Liu-2007-201-39,tɕi¹¹,tɕi¹¹,tɕ i ¹¹,,Liu2007,,,,,i n t,give/給,620,給
Jixi-Liu-2007-201-39-1,,Jixi,Liu-2007-201-39,xɑ̃³⁵,xɑ̃³⁵,x ɑ̃ ³⁵,,Liu2007,,,,,i n t,give/?,759,囗
Suzhou-Liu-2007-201-39-1,,Suzhou,Liu-2007-201-39,pəʔ⁴,pəʔ⁴,p ə ʔ ⁴,,Liu2007,,,,,i n c t,give/撥,621,撥
Wenzhou-Liu-2007-201-39-1,,Wenzhou,Liu-2007-201-39,ha⁵¹,ha⁵¹,h a ⁵¹,!匄,Liu2007,,,,,i n t,give/亡刀,622,亡刀
Changsha-Liu-2007-201-39-1,,Changsha,Liu-2007-201-39,pa⁴¹,pa⁴¹,p a ⁴¹,,Liu2007,,,,,i n t,take/把,183,把
Loudi-Liu-2007-201-39-1,,Loudi,Liu-2007-201-39,nɔ⁴⁴ sɿ³⁵⁻⁵,nɔ⁴⁴ sɿ³⁵⁻⁵,n ɔ ⁴⁴ + s ɿ ³⁵,,Liu2007,,,,,i n t + i n t,hold.take/拿 give/賜,523 623,拿 賜
Nanchang-Liu-2007-201-39-1,,Nanchang,Liu-2007-201-39,pa²¹³,pa²¹³,p a ²¹³,,Liu2007,,,,,i n t,take/把,183,把
Nanchang-Liu-2007-201-39-2,,Nanchang,Liu-2007-201-39,kei²¹³,kei²¹³,k ei ²¹³,!i,Liu2007,,,,,i n t,give/給,620,給
Meixian-Liu-2007-201-39-1,,Meixian,Liu-2007-201-39,kip¹,kip¹,k i p ¹,,Liu2007,,,,,i n c t,give/給,620,給
Guilin-Liu-2007-201-39-1,,Guilin,Liu-2007-201-39,tiᴀ⁵⁵,tiᴀ⁵⁵,t j a̠ ⁵⁵,,Liu2007,,,,,i m n t,give/?,758,囗
Guangzhou-Liu-2007-201-39-1,,Guangzhou,Liu-2007-201-39,kʰɐp⁵,kʰɐp⁵,kʰ ɐ p ⁵,,Liu2007,,,,,i n c t,give/給,620,給
Fuzhou-Liu-2007-201-39-1,,Fuzhou,Liu-2007-201-39,kʰøyʔ²⁴*,kʰøyʔ²⁴*,kʰ øy ʔ ²⁴,!i,Liu2007,,,,,i n c t,give/乞,624,乞
Fuzhou-Liu-2007-201-39-2,,Fuzhou,Liu-2007-201-39,kɔyŋ⁵⁵,kɔyŋ⁵⁵,k ɔy ŋ ⁵⁵,,Liu2007,,,,,i n c t,give/共,625,共
Xiamen-Liu-2007-201-39-1,,Xiamen,Liu-2007-201-39,ho²²,ho²²,h o ²²,,Liu2007,,,,,i n t,give/互,626,互
Beijing-Liu-2007-201-40-1,,Beijing,Liu-2007-201-40,kər⁵⁵,kər⁵⁵,k ə ⁵⁵,,Liu2007,,,,,i n t,root/根,93,根
Haerbin-Liu-2007-201-40-1,,Haerbin,Liu-2007-201-40,kən⁴⁴,kən⁴⁴,k ə n ⁴⁴,,Liu2007,,,,,i n c t,root/根,93,根
Jinan-Liu-2007-201-40-1,,Jinan,Liu-2007-201-40,kẽ²¹⁴,kẽ²¹⁴,k ẽ ²¹⁴,,Liu2007,,,,,i n t,root/根,93,根
Rongcheng-Liu-2007-201-40-1,,Rongcheng,Liu-2007-201-40,kən⁵²,kən⁵²,k ə n ⁵²,,Liu2007,,,,,i n c t,root/根,93,根
Taiyuan-Liu-2007-201-40-1,,Taiyuan,Liu-2007-201-40,kəŋ²¹,kəŋ²¹,k ə ŋ ²¹,,Liu2007,,,,,i n c t,root/根,93,根
XiAn-Liu-2007-201-40-1,,XiAn,Liu-2007-201-40,kẽ²¹,kẽ²¹,k ẽ ²¹,,Liu2007,,,,,i n t,root/根,93,根
Chengdu-Liu-2007-201-40-1,,Chengdu,Liu-2007-201-40,kən⁴⁵,kən⁴⁵,k ə n ⁴⁵,,Liu2007,,,,,i n c t,root/根,93,根
Nanjing-Liu-2007-201-40-1,,Nanjing,Liu-2007-201-40,kən³¹,kən³¹,k ə n ³¹,,Liu2007,,,,,i n c t,root/根,93,根
Jixi-Liu-2007-201-40-1,,Jixi,Liu-2007-201-40,kɑ̃⁵⁵,kɑ̃⁵⁵,k ɑ̃ ⁵⁵,,Liu2007,,,,,i n t,root/根,93,根
Suzhou-Liu-2007-201-40-1,,Suzhou,Liu-2007-201-40,kən⁴⁴,kən⁴⁴,k ə n ⁴⁴,,Liu2007,,,,,i n c t,root/根,93,根
Wenzhou-Liu-2007-201-40-1,,Wenzhou,Liu-2007-201-40,ky⁴⁴,ky⁴⁴,k y ⁴⁴,,Liu2007,,,,,i n t,root/根,93,根
Wenzhou-Liu-2007-201-40-2,,Wenzhou,Liu-2007-201-40,dʑyɔ³⁴¹,dʑyɔ³⁴¹,dʑ ɥ ɔ ³⁴¹,,Liu2007,,,,,i m n t,root/𩪘,627,𩪘
Changsha-Liu-2007-201-40-1,,Changsha,Liu-2007-201-40,kən³³,kən³³,k ə n ³³,,Liu2007,,,,,i n c t,root/根,93,根
Changsha-Liu-2007-201-40-2,,Changsha,Liu-2007-201-40,təu³³ tsɿ⁰,təu³³ tsɿ⁰,t əu ³³ + ts ɿ ⁰,!i,Liu2007,,,,,i n t + i n t,root/兜 _-child:SUF/子,223 19,兜 子
Loudi-Liu-2007-201-40-1,,Loudi,Liu-2007-201-40,kẽ⁴⁴,kẽ⁴⁴,k ẽ ⁴⁴,,Liu2007,,,,,i n t,root/根,93,根
Nanchang-Liu-2007-201-40-1,,Nanchang,Liu-2007-201-40,kiɛn⁴²,kiɛn⁴²,k j ɛ n ⁴²,,Liu2007,,,,,i m n c t,root/根,93,根
Meixian-Liu-2007-201-40-1,,Meixian,Liu-2007-201-40,kin³³,kin³³,k i n ³³,,Liu2007,,,,,i n c t,root/根,93,莖
Guilin-Liu-2007-201-40-1,,Guilin,Liu-2007-201-40,kɤn⁴²,kɤn⁴²,k ɤ n ⁴²,,Liu2007,,,,,i n c t,root/根,93,根
Guangzhou-Liu-2007-201-40-1,,Guangzhou,Liu-2007-201-40,kɐn⁵⁵,kɐn⁵⁵,k ɐ n ⁵⁵,,Liu2007,,,,,i n c t,root/根,93,根
Fuzhou-Liu-2007-201-40-1,,Fuzhou,Liu-2007-201-40,kyŋ⁵⁵,kyŋ⁵⁵,k y ŋ ⁵⁵,,Liu2007,,,,,i n c t,root/根,93,根
Xiamen-Liu-2007-201-40-1,,Xiamen,Liu-2007-201-40,kun⁵⁵,kun⁵⁵,k u n ⁵⁵,,Liu2007,,,,,i n c t,root/根,93,根
Beijing-Liu-2007-201-41-1,,Beijing,Liu-2007-201-41,kou²¹⁴,kou²¹⁴,k ou ²¹⁴,,Liu2007,,,,,i n t,dog/狗,630,狗
Haerbin-Liu-2007-201-41-1,,Haerbin,Liu-2007-201-41,kou²¹³,kou²¹³,k ou ²¹³,,Liu2007,,,,,i n t,dog/狗,630,狗
Jinan-Liu-2007-201-41-1,,Jinan,Liu-2007-201-41,kou⁴⁵,kou⁴⁵,k ou ⁴⁵,,Liu2007,,,,,i n t,dog/狗,630,狗
Rongcheng-Liu-2007-201-41-1,,Rongcheng,Liu-2007-201-41,kou²¹³,kou²¹³,k ou ²¹³,,Liu2007,,,,,i n t,dog/狗,630,狗
Taiyuan-Liu-2007-201-41-1,,Taiyuan,Liu-2007-201-41,kəu⁵³,kəu⁵³,k əu ⁵³,,Liu2007,,,,,i n t,dog/狗,630,狗
XiAn-Liu-2007-201-41-1,,XiAn,Liu-2007-201-41,kou⁵³,kou⁵³,k ou ⁵³,,Liu2007,,,,,i n t,dog/狗,630,狗
Chengdu-Liu-2007-201-41-1,,Chengdu,Liu-2007-201-41,kəu⁵³,kəu⁵³,k əu ⁵³,,Liu2007,,,,,i n t,dog/狗,630,狗
Nanjing-Liu-2007-201-41-1,,Nanjing,Liu-2007-201-41,kəɯ¹¹,kəɯ¹¹,k əɯ ¹¹,,Liu2007,,,,,i n t,dog/狗,630,狗
Jixi-Liu-2007-201-41-1,,Jixi,Liu-2007-201-41,ki²¹³,ki²¹³,k i ²¹³,,Liu2007,,,,,i n t,dog/狗,630,狗
Suzhou-Liu-2007-201-41-1,,Suzhou,Liu-2007-201-41,kʏ⁵²,kʏ⁵²,k ʏ ⁵²,,Liu2007,,,,,i n t,dog/狗,630,狗
Wenzhou-Liu-2007-201-41-1,,Wenzhou,Liu-2007-201-41,kau²⁴²,kau²⁴²,k au ²⁴²,,Liu2007,,,,,i n t,dog/狗,630,狗
Changsha-Liu-2007-201-41-1,,Changsha,Liu-2007-201-41,kəu⁴¹,kəu⁴¹,k əu ⁴¹,,Liu2007,,,,,i n t,dog/狗,630,狗
Loudi-Liu-2007-201-41-1,,Loudi,Liu-2007-201-41,tiɤ⁴²,tiɤ⁴²,t j ɤ ⁴²,,Liu2007,,,,,i m n t,dog/狗,630,狗
Nanchang-Liu-2007-201-41-1,,Nanchang,Liu-2007-201-41,kiɛu²¹³,kiɛu²¹³,k j ɛu ²¹³,,Liu2007,,,,,i m n t,dog/狗,630,狗
Meixian-Liu-2007-201-41-1,,Meixian,Liu-2007-201-41,keu³¹,keu³¹,k eu ³¹,,Liu2007,,,,,i n t,dog/狗,630,狗
Guilin-Liu-2007-201-41-1,,Guilin,Liu-2007-201-41,kai²³,kai²³,k ai ²³,,Liu2007,,,,,i n t,dog/狗,630,狗
Guangzhou-Liu-2007-201-41-1,,Guangzhou,Liu-2007-201-41,kɐu³⁵,kɐu³⁵,k ɐu ³⁵,,Liu2007,,,,,i n t,dog/狗,630,狗
Fuzhou-Liu-2007-201-41-1,,Fuzhou,Liu-2007-201-41,kʰɛiŋ³²,kʰɛiŋ³²,kʰ ɛi ŋ ³²,,Liu2007,,,,,i n c t,dog/犬,631,犬
Fuzhou-Liu-2007-201-41-2,,Fuzhou,Liu-2007-201-41,kʰɛiŋ³²⁻³⁵ ŋiaŋ³²,kʰɛiŋ³²⁻³⁵ ŋiaŋ³²,kʰ ɛi ŋ ³² + ŋ j a ŋ ³²,!i,Liu2007,,,,,i n c t + i m n c t,dog/犬 _child/囝,631 632,犬 囝
Xiamen-Liu-2007-201-41-1,,Xiamen,Liu-2007-201-41,kau⁵³,kau⁵³,k au ⁵³,!b,Liu2007,,,,,i n t,dog/狗,630,狗
Beijing-Liu-2007-201-42-1,,Beijing,Liu-2007-201-42,ku²¹⁴,ku²¹⁴,k u ²¹⁴,,Liu2007,,,,,i n t,bone/骨,94,骨
Haerbin-Liu-2007-201-42-1,,Haerbin,Liu-2007-201-42,ku²¹³⁻²¹ tʰou⁰,ku²¹³⁻²¹ tʰou⁰,k u ²¹³ + tʰ ou ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Jinan-Liu-2007-201-42-1,,Jinan,Liu-2007-201-42,ku²¹⁴⁻²¹ tʰou⁰,ku²¹⁴⁻²¹ tʰou⁰,k u ²¹⁴ + tʰ ou ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Rongcheng-Liu-2007-201-42-1,,Rongcheng,Liu-2007-201-42,ku²¹⁴⁻³⁵ tʰə⁰,ku²¹⁴⁻³⁵ tʰə⁰,k u ²¹⁴ + tʰ ə ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Taiyuan-Liu-2007-201-42-1,,Taiyuan,Liu-2007-201-42,kuəʔ² təu⁰,kuəʔ² təu⁰,k w ə ʔ ² + t əu ⁰,,Liu2007,,,,,i m n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
XiAn-Liu-2007-201-42-1,,XiAn,Liu-2007-201-42,ku²¹ tʰou⁰,ku²¹ tʰou⁰,k u ²¹ + tʰ ou ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _head/頭,94 79,骨 頭
XiAn-Liu-2007-201-42-2,,XiAn,Liu-2007-201-42,ku²¹ tou⁰,ku²¹ tou⁰,k u ²¹ + t ou ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _bone,94 633,骨 都
Chengdu-Liu-2007-201-42-1,,Chengdu,Liu-2007-201-42,ku²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵,ku²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵,k u ²¹ + tʰ əu ²¹,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Nanjing-Liu-2007-201-42-1,,Nanjing,Liu-2007-201-42,kuʔ⁵ tʰəɯ¹³,kuʔ⁵ tʰəɯ¹³,k u ʔ ⁵ + tʰ əɯ ¹³,,Liu2007,,,,,i n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Jixi-Liu-2007-201-42-1,,Jixi,Liu-2007-201-42,kuɤʔ³²*,kuɤʔ³²*,k w ɤ ʔ ³²,,Liu2007,,,,,i m n c t,bone/骨,94,骨
Suzhou-Liu-2007-201-42-1,,Suzhou,Liu-2007-201-42,kuəʔ⁴ dʏ¹³⁻²³,kuəʔ⁴ dʏ¹³⁻²³,k w ə ʔ ⁴ + d ʏ ¹³,,Liu2007,,,,,i m n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Wenzhou-Liu-2007-201-42-1,,Wenzhou,Liu-2007-201-42,ky⁴² dɤu³⁴¹⁻²¹,ky⁴² dɤu³⁴¹⁻²¹,k y ⁴² + d ɤu ³⁴¹,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Wenzhou-Liu-2007-201-42-2,,Wenzhou,Liu-2007-201-42,ky⁴¹,ky⁴¹,k y ⁴¹,!i,Liu2007,,,,,i n t,bone/骨,94,骨
Changsha-Liu-2007-201-42-1,,Changsha,Liu-2007-201-42,ku²⁴ təu⁰,ku²⁴ təu⁰,k u ²⁴ + t əu ⁰,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Loudi-Liu-2007-201-42-1,,Loudi,Liu-2007-201-42,ku¹³ diɤ¹³⁻³³,ku¹³ diɤ¹³⁻³³,k u ¹³ + d j ɤ ¹³,,Liu2007,,,,,i n t + i m n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Nanchang-Liu-2007-201-42-1,,Nanchang,Liu-2007-201-42,kuʔ⁵ tʰəu⁰,kuʔ⁵ tʰəu⁰,k u ʔ ⁵ + tʰ əu ⁰,,Liu2007,,,,,i n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Meixian-Liu-2007-201-42-1,,Meixian,Liu-2007-201-42,kut¹ tʰeu¹¹,kut¹ tʰeu¹¹,k u t ¹ + tʰ eu ¹¹,,Liu2007,,,,,i n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Guilin-Liu-2007-201-42-1,,Guilin,Liu-2007-201-42,ku⁵⁵ tai²²,ku⁵⁵ tai²²,k u ⁵⁵ + t ai ²²,,Liu2007,,,,,i n t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Guangzhou-Liu-2007-201-42-1,,Guangzhou,Liu-2007-201-42,kuɐt⁵,kuɐt⁵,k w ɐ t ⁵,,Liu2007,,,,,i m n c t,bone/骨,94,骨
Fuzhou-Liu-2007-201-42-1,,Fuzhou,Liu-2007-201-42,kɔuʔ²¹*,kɔuʔ²¹*,k ɔu ʔ ²¹,,Liu2007,,,,,i n c t,bone/骨,94,骨
Fuzhou-Liu-2007-201-42-2,,Fuzhou,Liu-2007-201-42,kɔuʔ²⁴*⁻²¹* kɔuʔ²⁴*,kɔuʔ²⁴*⁻²¹* kɔuʔ²⁴*,k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴,!i,Liu2007,,,,,i n c t + i n c t,bone/骨 _bone:RED/骨,94 800,骨 骨
Xiamen-Liu-2007-201-42-1,,Xiamen,Liu-2007-201-42,kut³²*⁻⁵ tʰau²⁴,kut³²*⁻⁵ tʰau²⁴,k u t ³² + tʰ au ²⁴,,Liu2007,,,,,i n c t + i n t,bone/骨 _head:SUF/頭,94 319,骨 頭
Beijing-Liu-2007-201-43-1,,Beijing,Liu-2007-201-43,kuən⁵¹,kuən⁵¹,k w ə n ⁵¹,,Liu2007,,,,,i m n c t,stick/棍,634,棍
Haerbin-Liu-2007-201-43-1,,Haerbin,Liu-2007-201-43,kuən⁵³ tsɿ⁰,kuən⁵³ tsɿ⁰,k w ə n ⁵³ + ts ɿ ⁰,,Liu2007,,,,,i m n c t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Jinan-Liu-2007-201-43-1,,Jinan,Liu-2007-201-43,kuẽ²¹⁻⁴⁴ tsɿ⁰,kuẽ²¹⁻⁴⁴ tsɿ⁰,k w ẽ ²¹ + ts ɿ ⁰,,Liu2007,,,,,i m n t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Rongcheng-Liu-2007-201-43-1,,Rongcheng,Liu-2007-201-43,kuər³³⁴,kuər³³⁴,k w ə ³³⁴,,Liu2007,,,,,i m n t,stick/棍,634,棍
Taiyuan-Liu-2007-201-43-1,,Taiyuan,Liu-2007-201-43,kuŋ⁴⁵,kuŋ⁴⁵,k u ŋ ⁴⁵,,Liu2007,,,,,i n c t,stick/棍,634,棍
Taiyuan-Liu-2007-201-43-2,,Taiyuan,Liu-2007-201-43,kuŋ⁴⁵ tsəʔ⁰,kuŋ⁴⁵ tsəʔ⁰,k u ŋ ⁴⁵ + ts ə ʔ ⁰,,Liu2007,,,,,i n c t + i n c t,stick/棍 _-child:SUF/子,634 19,棍 子
XiAn-Liu-2007-201-43-1,,XiAn,Liu-2007-201-43,kuən⁴⁴,kuən⁴⁴,k w ə n ⁴⁴,,Liu2007,,,,,i m n c t,stick/棍,634,棍
Chengdu-Liu-2007-201-43-1,,Chengdu,Liu-2007-201-43,kuəm²¹³ kuər⁵⁵,kuəm²¹³ kuər⁵⁵,k w ə m ²¹³ + k w ə ⁵⁵,,Liu2007,,,,,i m n c t + i m n t,_stick/棍 stick/棍,634 799,棍 棍
Nanjing-Liu-2007-201-43-1,,Nanjing,Liu-2007-201-43,kuən⁴⁴ tsɿ⁰,kuən⁴⁴ tsɿ⁰,k w ə n ⁴⁴ + ts ɿ ⁰,,Liu2007,,,,,i m n c t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Jixi-Liu-2007-201-43-1,,Jixi,Liu-2007-201-43,kuɑ̃³⁵ tsɿ⁵³,kuɑ̃³⁵ tsɿ⁵³,k w ɑ̃ ³⁵ + ts ɿ ⁵³,,Liu2007,,,,,i m n t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Suzhou-Liu-2007-201-43-1,,Suzhou,Liu-2007-201-43,bɑ̃²³¹,bɑ̃²³¹,b ɑ̃ ²³¹,,Liu2007,,,,,i n t,stick/棒,635,棒
Suzhou-Liu-2007-201-43-2,,Suzhou,Liu-2007-201-43,kuən⁴¹²⁻⁵² tsɿ⁵²⁻²³,kuən⁴¹²⁻⁵² tsɿ⁵²⁻²³,k w ə n ⁴¹² + ts ɿ ⁵²,!b,Liu2007,,,,,i m n c t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Wenzhou-Liu-2007-201-43-1,,Wenzhou,Liu-2007-201-43,buɔ²⁴⁻⁴² ŋ̍⁰,buɔ²⁴⁻⁴² ŋ̍⁰,b w ɔ ²⁴ + ŋ̍ ⁰,,Liu2007,,,,,i m n t + n c t,stick/棒 _:SUF/儿,635 427,棒 儿
Changsha-Liu-2007-201-43-1,,Changsha,Liu-2007-201-43,kuən⁵⁵ tsɿ⁰,kuən⁵⁵ tsɿ⁰,k w ə n ⁵⁵ + ts ɿ ⁰,,Liu2007,,,,,i m n c t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Loudi-Liu-2007-201-43-1,,Loudi,Liu-2007-201-43,kun³⁵,kun³⁵,k u n ³⁵,,Liu2007,,,,,i n c t,stick/棍,634,棍
Nanchang-Liu-2007-201-43-1,,Nanchang,Liu-2007-201-43,kun⁴⁵,kun⁴⁵,k u n ⁴⁵,,Liu2007,,,,,i n c t,stick/棍,634,棍
Meixian-Liu-2007-201-43-1,,Meixian,Liu-2007-201-43,kun⁵³⁻⁵⁵ ne⁰,kun⁵³⁻⁵⁵ ne⁰,k u n ⁵³ + n e ⁰,!!!,Liu2007,,,,,i n c t + i n t,stick/棍 _SUF/儿,634 0,棍 儿
Guilin-Liu-2007-201-43-1,,Guilin,Liu-2007-201-43,kuɤŋ⁴²⁻²⁴ tse²³⁻³³,kuɤŋ⁴²⁻²⁴ tse²³⁻³³,k w ɤ ŋ ⁴² + ts e ²³,,Liu2007,,,,,i m n c t + i n t,stick/棍 _-child:SUF/子,634 19,棍 子
Guangzhou-Liu-2007-201-43-1,,Guangzhou,Liu-2007-201-43,kuɐn³³,kuɐn³³,k w ɐ n ³³,,Liu2007,,,,,i m n c t,stick/棍,634,棍
Fuzhou-Liu-2007-201-43-1,,Fuzhou,Liu-2007-201-43,kuŋ²¹²⁻²¹ kouŋ²¹²,kuŋ²¹²⁻²¹ kouŋ²¹²,k u ŋ ²¹² + k ou ŋ ²¹²,,Liu2007,,,,,i n c t + i n c t,stick/棍 stick:RED/棍,634 173,棍 棍
Xiamen-Liu-2007-201-43-1,,Xiamen,Liu-2007-201-43,tsʰe⁵³⁻⁵⁵ ia⁵³,tsʰe⁵³⁻⁵⁵ ia⁵³,tsʰ e ⁵³ + j a ⁵³,,Liu2007,,,,,i n t + i n t,stick _:SUF/仔,566 797,捶 仔
Beijing-Liu-2007-201-44-1,,Beijing,Liu-2007-201-44,xɛ³⁵,xɛ³⁵,x ɛ ³⁵,,Liu2007,,,,,i n t,child/孩,636,孩
Haerbin-Liu-2007-201-44-1,,Haerbin,Liu-2007-201-44,ɕiau²¹³⁻²¹ xar²⁴,ɕiau²¹³⁻²¹ xar²⁴,ɕ j au ²¹³ + x a ²⁴,,Liu2007,,,,,i m n t + i n t,_small/小 child/孩,49 636,小 孩
Haerbin-Liu-2007-201-44-2,,Haerbin,Liu-2007-201-44,ɕiau²¹³⁻²¹ kar⁴⁴,ɕiau²¹³⁻²¹ kar⁴⁴,ɕ j au ²¹³ + k a ⁴⁴,!i,Liu2007,,,,,i m n t + i n t,small/小 child/嘎,49 637,小 嘎
Jinan-Liu-2007-201-44-1,,Jinan,Liu-2007-201-44,xɛ⁵³⁻⁴⁵ tsɿ⁰,xɛ⁵³⁻⁴⁵ tsɿ⁰,x ɛ ⁵³ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,child/孩 _-child:SUF/子,636 19,孩 子
Jinan-Liu-2007-201-44-2,,Jinan,Liu-2007-201-44,xar⁵³,xar⁵³,x a ⁵³,!i,Liu2007,,,,,i n t,child/孩,636,孩
Rongcheng-Liu-2007-201-44-1,,Rongcheng,Liu-2007-201-44,xai³⁵ tsɿ⁰,xai³⁵ tsɿ⁰,x ai ³⁵ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,child/孩 _-child:SUF/子,636 19,孩 子
Taiyuan-Liu-2007-201-44-1,,Taiyuan,Liu-2007-201-44,xai²¹,xai²¹,x ai ²¹,!i,Liu2007,,,,,i n t,child/孩,636,孩
Taiyuan-Liu-2007-201-44-2,,Taiyuan,Liu-2007-201-44,xai²¹ tsəʔ⁰,xai²¹ tsəʔ⁰,x ai ²¹ + ts ə ʔ ⁰,,Liu2007,,,,,i n t + i n c t,child/孩 _-child:SUF/子,636 19,孩 子
Taiyuan-Liu-2007-201-44-3,,Taiyuan,Liu-2007-201-44,ɕiau⁵³ va²¹ va²¹⁻⁴⁵,ɕiau⁵³ va²¹ va²¹⁻⁴⁵,ɕ j au ⁵³ + v a ²¹ + v a ²¹,!i,Liu2007,,,,,i m n t + i n t + i n t,small/小 _child/娃 child/娃,49 33 797,小 娃 娃
Taiyuan-Liu-2007-201-44-4,,Taiyuan,Liu-2007-201-44,va²¹ va²¹⁻⁴⁵,va²¹ va²¹⁻⁴⁵,v a ²¹ + v a ²¹,!i,Liu2007,,,,,i n t + i n t,_child/娃 child/娃,33 797,娃 娃
XiAn-Liu-2007-201-44-1,,XiAn,Liu-2007-201-44,uɑ⁴⁴,uɑ⁴⁴,w ɑ ⁴⁴,,Liu2007,,,,,i n t,child/娃,33,娃
Chengdu-Liu-2007-201-44-1,,Chengdu,Liu-2007-201-44,ua²¹⁻⁵⁵ ua²¹⁻⁵⁵,ua²¹⁻⁵⁵ ua²¹⁻⁵⁵,w a ²¹ + w a ²¹,!i,Liu2007,,,,,i n t + i n t,child/娃 _娃,33 797,娃 娃
Chengdu-Liu-2007-201-44-2,,Chengdu,Liu-2007-201-44,tsai⁵³⁻⁵⁵ tsai⁵³⁻²¹,tsai⁵³⁻⁵⁵ tsai⁵³⁻²¹,ts ai ⁵³ + ts ai ⁵³,,Liu2007,,,,,i n t + i n t,child/崽 _child:RED/崽,638 798,崽 崽
