ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
Nanjing-Liu-2007-201-44-1,,Nanjing,Liu-2007-201-44,uɑ¹³ ər⁰,uɑ¹³ ər⁰,w ɑ ¹³ + ə ⁰,!i,Liu2007,,,,,i n t + n t,child/娃 _:SUF/儿,33 796,娃 儿
Nanjing-Liu-2007-201-44-2,,Nanjing,Liu-2007-201-44,xɛ¹³⁻²¹ tsɿ⁰,xɛ¹³⁻²¹ tsɿ⁰,x ɛ ¹³ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,child/孩 _-child:SUF/子,636 19,孩 子
Jixi-Liu-2007-201-44-1,,Jixi,Liu-2007-201-44,sɿ³⁵⁻³³ iɑ̃⁴⁴ ko⁵³,sɿ³⁵⁻³³ iɑ̃⁴⁴ ko⁵³,s ɿ ³⁵ + j ɑ̃ ⁴⁴ + k o ⁵³,,Liu2007,,,,,i n t + i n t + i n t,small/細 _person/人 _family/家,348 38 42,細 人 家
Suzhou-Liu-2007-201-44-1,,Suzhou,Liu-2007-201-44,siæ⁵²⁻⁴¹ ȵin¹³⁻²¹,siæ⁵²⁻⁴¹ ȵin¹³⁻²¹,s j æ ⁵² + ɲ i n ¹³,,Liu2007,,,,,i m n t + i n c t,small/小 person/人,49 38,小 人
Wenzhou-Liu-2007-201-44-1,,Wenzhou,Liu-2007-201-44,mai⁴⁴⁻³ mai⁴⁴,mai⁴⁴⁻³ mai⁴⁴,m ai ⁴⁴ + m ai ⁴⁴,!i,Liu2007,,,,,i n t + i n t,child/娒 _child:RED/娒,639 795,娒 娒
Wenzhou-Liu-2007-201-44-2,,Wenzhou,Liu-2007-201-44,sei⁵¹⁻⁴² ŋ̍⁰,sei⁵¹⁻⁴² ŋ̍⁰,s ei ⁵¹ + ŋ̍ ⁰,細儿,Liu2007,,,,,i n t + i n t,small/細 _SUF/儿,348 833,細 儿
Changsha-Liu-2007-201-44-1,,Changsha,Liu-2007-201-44,xai¹³ tsɿ⁰,xai¹³ tsɿ⁰,x ai ¹³ + ts ɿ ⁰,!b,Liu2007,,,,,i n t + i n t,child/孩 _-child:SUF/子,636 19,孩 子
Changsha-Liu-2007-201-44-2,,Changsha,Liu-2007-201-44,ŋa¹³ sɿ⁵⁵ tsɿ⁰,ŋa¹³ sɿ⁵⁵ tsɿ⁰,ŋ a ¹³ + s ɿ ⁵⁵ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t + i n t,_child small/細 _-child:SUF/子,640 348 19,伢 細 子
Loudi-Liu-2007-201-44-1,,Loudi,Liu-2007-201-44,ɕi³⁵ ko⁰ dze⁰,ɕi³⁵ ko⁰ dze⁰,ɕ i ³⁵ + k o ⁰ + dz e ⁰,,Liu2007,,,,,i n t + i n t + i n t,small/細 _-piece:CLS/個 _child,348 56 638,細 個 崽
Nanchang-Liu-2007-201-44-1,,Nanchang,Liu-2007-201-44,hai²⁴,hai²⁴,h ai ²⁴,!b,Liu2007,,,,,i n t,child/孩,636,孩
Nanchang-Liu-2007-201-44-2,,Nanchang,Liu-2007-201-44,ɕi⁴⁵ ŋa⁰ tsɿ⁰,ɕi⁴⁵ ŋa⁰ tsɿ⁰,ɕ i ⁴⁵ + ŋ a ⁰ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t + i n t,small/細 _:SUF/? _-child:SUF/子,348 640 19,細 伢 子
Meixian-Liu-2007-201-44-1,,Meixian,Liu-2007-201-44,se⁵³⁻⁵⁵ ŋin¹¹ ne⁰,se⁵³⁻⁵⁵ ŋin¹¹ ne⁰,s e ⁵³ + ŋ i n ¹¹ + n e ⁰,,Liu2007,,,,,i n t + i n c t + i n t,small/細 _person/人 _:SUF/儿,348 38 809,細 人 儿
Guilin-Liu-2007-201-44-1,,Guilin,Liu-2007-201-44,ɕi²⁵ kuo⁰ tse²³⁻³³,ɕi²⁵ kuo⁰ tse²³⁻³³,ɕ i ²⁵ + k w o ⁰ + ts e ²³,,Liu2007,,,,,i n t + i m n t + i n t,small/細 _-piece:CLS/個 _-child:SUF/子,348 56 19,細 個 子
Guangzhou-Liu-2007-201-44-1,,Guangzhou,Liu-2007-201-44,hai²¹,hai²¹,h ai ²¹,!b,Liu2007,,,,,i n t,child/孩,636,孩
Fuzhou-Liu-2007-201-44-1,,Fuzhou,Liu-2007-201-44,ha⁵³⁻³³ i⁵³,ha⁵³⁻³³ i⁵³,h a ⁵³ + i ⁵³,!i,Liu2007,,,,,i n t + n t,child/孩 _child/?,636 807,孩 儿
Fuzhou-Liu-2007-201-44-2,,Fuzhou,Liu-2007-201-44,nie⁵³⁻²¹ iaŋ³²⁻³⁵ ŋo⁵⁵,nie⁵³⁻²¹ iaŋ³²⁻³⁵ ŋo⁵⁵,n j e ⁵³ + j a ŋ ³² + ŋ o ⁵⁵,,Liu2007,,,,,i m n t + i n c t + i n t,child/伲 child/囝 older.brother/哥,317 632 152,伲 囝 哥
Xiamen-Liu-2007-201-44-1,,Xiamen,Liu-2007-201-44,in⁵³⁻⁵⁵ na⁵³,in⁵³⁻⁵⁵ na⁵³,i n ⁵³ + n a ⁵³,,Liu2007,,,,,n c t + i n t,child _:SUF/仔,632 797,囝 仔
Beijing-Liu-2007-201-45-1,,Beijing,Liu-2007-201-45,xɛ²¹⁴,xɛ²¹⁴,x ɛ ²¹⁴,,Liu2007,,,,,i n t,sea/海,641,海
Haerbin-Liu-2007-201-45-1,,Haerbin,Liu-2007-201-45,xai²¹³,xai²¹³,x ai ²¹³,,Liu2007,,,,,i n t,sea/海,641,海
Jinan-Liu-2007-201-45-1,,Jinan,Liu-2007-201-45,xɛ⁴⁵,xɛ⁴⁵,x ɛ ⁴⁵,,Liu2007,,,,,i n t,sea/海,641,海
Rongcheng-Liu-2007-201-45-1,,Rongcheng,Liu-2007-201-45,xai²¹⁴,xai²¹⁴,x ai ²¹⁴,,Liu2007,,,,,i n t,sea/海,641,海
Taiyuan-Liu-2007-201-45-1,,Taiyuan,Liu-2007-201-45,xai⁵³,xai⁵³,x ai ⁵³,,Liu2007,,,,,i n t,sea/海,641,海
XiAn-Liu-2007-201-45-1,,XiAn,Liu-2007-201-45,xɛ⁵³,xɛ⁵³,x ɛ ⁵³,,Liu2007,,,,,i n t,sea/海,641,海
Chengdu-Liu-2007-201-45-1,,Chengdu,Liu-2007-201-45,xai⁵³,xai⁵³,x ai ⁵³,,Liu2007,,,,,i n t,sea/海,641,海
Nanjing-Liu-2007-201-45-1,,Nanjing,Liu-2007-201-45,xɛ¹¹,xɛ¹¹,x ɛ ¹¹,,Liu2007,,,,,i n t,sea/海,641,海
Jixi-Liu-2007-201-45-1,,Jixi,Liu-2007-201-45,xa²¹³,xa²¹³,x a ²¹³,,Liu2007,,,,,i n t,sea/海,641,海
Suzhou-Liu-2007-201-45-1,,Suzhou,Liu-2007-201-45,hᴇ⁵²,hᴇ⁵²,h e̞ ⁵²,,Liu2007,,,,,i n t,sea/海,641,海
Wenzhou-Liu-2007-201-45-1,,Wenzhou,Liu-2007-201-45,he²⁴,he²⁴,h e ²⁴,,Liu2007,,,,,i n t,sea/海,641,海
Changsha-Liu-2007-201-45-1,,Changsha,Liu-2007-201-45,xai⁴¹,xai⁴¹,x ai ⁴¹,,Liu2007,,,,,i n t,sea/海,641,海
Loudi-Liu-2007-201-45-1,,Loudi,Liu-2007-201-45,xue⁴²,xue⁴²,x w e ⁴²,,Liu2007,,,,,i m n t,sea/海,641,海
Nanchang-Liu-2007-201-45-1,,Nanchang,Liu-2007-201-45,hai²¹³,hai²¹³,h ai ²¹³,,Liu2007,,,,,i n t,sea/海,641,海
Meixian-Liu-2007-201-45-1,,Meixian,Liu-2007-201-45,hoi³¹,hoi³¹,h oi ³¹,,Liu2007,,,,,i n t,sea/海,641,海
Guilin-Liu-2007-201-45-1,,Guilin,Liu-2007-201-45,xai²³,xai²³,x ai ²³,,Liu2007,,,,,i n t,sea/海,641,海
Guangzhou-Liu-2007-201-45-1,,Guangzhou,Liu-2007-201-45,hɔi³⁵,hɔi³⁵,h ɔi ³⁵,,Liu2007,,,,,i n t,sea/海,641,海
Fuzhou-Liu-2007-201-45-1,,Fuzhou,Liu-2007-201-45,hai³²,hai³²,h ai ³²,,Liu2007,,,,,i n t,sea/海,641,海
Xiamen-Liu-2007-201-45-1,,Xiamen,Liu-2007-201-45,hai⁵³,hai⁵³,h ai ⁵³,,Liu2007,,,,,i n t,sea/海,641,海
Beijing-Liu-2007-201-46-1,,Beijing,Liu-2007-201-46,xɑu²¹⁴,xɑu²¹⁴,x ɑu ²¹⁴,,Liu2007,,,,,i n t,good/好,642,好
Haerbin-Liu-2007-201-46-1,,Haerbin,Liu-2007-201-46,xau²¹³,xau²¹³,x au ²¹³,,Liu2007,,,,,i n t,good/好,642,好
Haerbin-Liu-2007-201-46-2,,Haerbin,Liu-2007-201-46,tai⁵³ tɕiŋ⁵³,tai⁵³ tɕiŋ⁵³,t ai ⁵³ + tɕ i ŋ ⁵³,!i,Liu2007,,,,,i n t + i n c t,bear.carry/帶 good/勁,9 643,帶 勁
Haerbin-Liu-2007-201-46-3,,Haerbin,Liu-2007-201-46,pu⁵³⁻²⁴ lai⁵³,pu⁵³⁻²⁴ lai⁵³,p u ⁵³ + l ai ⁵³,!i,Liu2007,,,,,i n t + i n t,not/不 bad/賴,98 644,不 賴
Jinan-Liu-2007-201-46-1,,Jinan,Liu-2007-201-46,xɔ⁴⁵,xɔ⁴⁵,x ɔ ⁴⁵,,Liu2007,,,,,i n t,good/好,642,好
Rongcheng-Liu-2007-201-46-1,,Rongcheng,Liu-2007-201-46,pu²¹⁴⁻² tsʰau³³⁴⁻³²,pu²¹⁴⁻² tsʰau³³⁴⁻³²,p u ²¹⁴ + tsʰ au ³³⁴,,Liu2007,,,,,i n t + i n t,not/不 bad/糙,98 645,不 糙
Taiyuan-Liu-2007-201-46-1,,Taiyuan,Liu-2007-201-46,xau⁵³,xau⁵³,x au ⁵³,,Liu2007,,,,,i n t,good/好,642,好
XiAn-Liu-2007-201-46-1,,XiAn,Liu-2007-201-46,xɑu⁵³,xɑu⁵³,x ɑu ⁵³,,Liu2007,,,,,i n t,good/好,642,好
Chengdu-Liu-2007-201-46-1,,Chengdu,Liu-2007-201-46,xau⁵³,xau⁵³,x au ⁵³,,Liu2007,,,,,i n t,good/好,642,好
Nanjing-Liu-2007-201-46-1,,Nanjing,Liu-2007-201-46,xɔ¹¹,xɔ¹¹,x ɔ ¹¹,,Liu2007,,,,,i n t,good/好,642,好
Jixi-Liu-2007-201-46-1,,Jixi,Liu-2007-201-46,xɤ²¹³,xɤ²¹³,x ɤ ²¹³,,Liu2007,,,,,i n t,good/好,642,好
Suzhou-Liu-2007-201-46-1,,Suzhou,Liu-2007-201-46,hæ⁵²,hæ⁵²,h æ ⁵²,,Liu2007,,,,,i n t,good/好,642,好
Wenzhou-Liu-2007-201-46-1,,Wenzhou,Liu-2007-201-46,hə²⁴,hə²⁴,h ə ²⁴,,Liu2007,,,,,i n t,good/好,642,好
Changsha-Liu-2007-201-46-1,,Changsha,Liu-2007-201-46,xau⁴¹,xau⁴¹,x au ⁴¹,,Liu2007,,,,,i n t,good/好,642,好
Loudi-Liu-2007-201-46-1,,Loudi,Liu-2007-201-46,xɤ³⁵,xɤ³⁵,x ɤ ³⁵,,Liu2007,,,,,i n t,good/好,642,好
Nanchang-Liu-2007-201-46-1,,Nanchang,Liu-2007-201-46,hau²¹³,hau²¹³,h au ²¹³,,Liu2007,,,,,i n t,good/好,642,好
Meixian-Liu-2007-201-46-1,,Meixian,Liu-2007-201-46,hau³¹,hau³¹,h au ³¹,,Liu2007,,,,,i n t,good/好,642,好
Guilin-Liu-2007-201-46-1,,Guilin,Liu-2007-201-46,xɑu²³,xɑu²³,x ɑu ²³,,Liu2007,,,,,i n t,good/好,642,好
Guangzhou-Liu-2007-201-46-1,,Guangzhou,Liu-2007-201-46,hou³⁵,hou³⁵,h ou ³⁵,,Liu2007,,,,,i n t,good/好,642,好
Fuzhou-Liu-2007-201-46-1,,Fuzhou,Liu-2007-201-46,ho³²,ho³²,h o ³²,,Liu2007,,,,,i n t,good/好,642,好
Xiamen-Liu-2007-201-46-1,,Xiamen,Liu-2007-201-46,ho⁵³,ho⁵³,h o ⁵³,,Liu2007,,,,,i n t,good/好,642,好
Beijing-Liu-2007-201-47-1,,Beijing,Liu-2007-201-47,xɤ⁵⁵,xɤ⁵⁵,x ɤ ⁵⁵,,Liu2007,,,,,i n t,drink/喝,646,喝
Haerbin-Liu-2007-201-47-1,,Haerbin,Liu-2007-201-47,xɤ⁴⁴,xɤ⁴⁴,x ɤ ⁴⁴,,Liu2007,,,,,i n t,drink/喝,646,喝
Jinan-Liu-2007-201-47-1,,Jinan,Liu-2007-201-47,xɤ²¹⁴,xɤ²¹⁴,x ɤ ²¹⁴,,Liu2007,,,,,i n t,drink/喝,646,喝
Rongcheng-Liu-2007-201-47-1,,Rongcheng,Liu-2007-201-47,xa²¹⁴,xa²¹⁴,x a ²¹⁴,,Liu2007,,,,,i n t,drink/喝,646,喝
Taiyuan-Liu-2007-201-47-1,,Taiyuan,Liu-2007-201-47,xəʔ²,xəʔ²,x ə ʔ ²,,Liu2007,,,,,i n c t,drink/喝,646,喝
XiAn-Liu-2007-201-47-1,,XiAn,Liu-2007-201-47,xuo²¹,xuo²¹,x w o ²¹,,Liu2007,,,,,i m n t,drink/喝,646,喝
Chengdu-Liu-2007-201-47-1,,Chengdu,Liu-2007-201-47,xo⁴⁵,xo⁴⁵,x o ⁴⁵,,Liu2007,,,,,i n t,drink/喝,646,喝
Nanjing-Liu-2007-201-47-1,,Nanjing,Liu-2007-201-47,xoʔ⁵,xoʔ⁵,x o ʔ ⁵,,Liu2007,,,,,i n c t,drink/喝,646,喝
Jixi-Liu-2007-201-47-1,,Jixi,Liu-2007-201-47,xɤ⁵⁵,xɤ⁵⁵,x ɤ ⁵⁵,,Liu2007,,,,,i n t,drink/喝,646,喝
Suzhou-Liu-2007-201-47-1,,Suzhou,Liu-2007-201-47,tɕʰiəʔ⁴,tɕʰiəʔ⁴,tɕʰ j ə ʔ ⁴,!i,Liu2007,,,,,i m n c t,consume/喫,549,喫
Suzhou-Liu-2007-201-47-2,,Suzhou,Liu-2007-201-47,haʔ⁴,haʔ⁴,h a ʔ ⁴,,Liu2007,,,,,i n c t,drink/呷,647,呷
Wenzhou-Liu-2007-201-47-1,,Wenzhou,Liu-2007-201-47,ha⁴¹,ha⁴¹,h a ⁴¹,,Liu2007,,,,,i n t,drink/喝,646,喝
Changsha-Liu-2007-201-47-1,,Changsha,Liu-2007-201-47,tɕʰia²⁴,tɕʰia²⁴,tɕʰ j a ²⁴,,Liu2007,,,,,i m n t,consume/喫,549,喫
Changsha-Liu-2007-201-47-2,,Changsha,Liu-2007-201-47,xo²⁴,xo²⁴,x o ²⁴,!b,Liu2007,,,,,i n t,drink/喝,646,喝
Loudi-Liu-2007-201-47-1,,Loudi,Liu-2007-201-47,tɕʰiɔ¹³,tɕʰiɔ¹³,tɕʰ j ɔ ¹³,,Liu2007,,,,,i m n t,consume/喫,549,喫
Nanchang-Liu-2007-201-47-1,,Nanchang,Liu-2007-201-47,hot²,hot²,h o t ²,,Liu2007,,,,,i n c t,drink/喝,646,喝
Meixian-Liu-2007-201-47-1,,Meixian,Liu-2007-201-47,sət⁵,sət⁵,s ə t ⁵,,Liu2007,,,,,i n c t,eat/食,550,食
Guilin-Liu-2007-201-47-1,,Guilin,Liu-2007-201-47,xuo⁵⁵,xuo⁵⁵,x w o ⁵⁵,!b,Liu2007,,,,,i m n t,drink/喝,646,喝
Guangzhou-Liu-2007-201-47-1,,Guangzhou,Liu-2007-201-47,iɐm³⁵,iɐm³⁵,j ɐ m ³⁵,,Liu2007,,,,,i n c t,drink/飲,609,飲
Fuzhou-Liu-2007-201-47-1,,Fuzhou,Liu-2007-201-47,tsʰuoʔ²⁴*,tsʰuoʔ²⁴*,tsʰ w o ʔ ²⁴,,Liu2007,,,,,i m n c t,drink/啜,648,啜
Fuzhou-Liu-2007-201-47-2,,Fuzhou,Liu-2007-201-47,siøʔ⁵,siøʔ⁵,s j ø ʔ ⁵,!i,Liu2007,,,,,i m n c t,eat/食,550,食
Xiamen-Liu-2007-201-47-1,,Xiamen,Liu-2007-201-47,lim⁵⁵,lim⁵⁵,l i m ⁵⁵,,Liu2007,,,,,i n c t,drink/啉,649,啉
Beijing-Liu-2007-201-48-1,,Beijing,Liu-2007-201-48,xɤ³⁵,xɤ³⁵,x ɤ ³⁵,,Liu2007,,,,,i n t,and/和,448,和
Haerbin-Liu-2007-201-48-1,,Haerbin,Liu-2007-201-48,xɤ²¹,xɤ²¹,x ɤ ²¹,,Liu2007,,,,,i n t,and/和,448,和
Jinan-Liu-2007-201-48-1,,Jinan,Liu-2007-201-48,xɤ⁵³,xɤ⁵³,x ɤ ⁵³,,Liu2007,,,,,i n t,and/和,448,和
Rongcheng-Liu-2007-201-48-1,,Rongcheng,Liu-2007-201-48,xɔ³⁵,xɔ³⁵,x ɔ ³⁵,,Liu2007,,,,,i n t,and/和,448,和
Taiyuan-Liu-2007-201-48-1,,Taiyuan,Liu-2007-201-48,xɤ²¹,xɤ²¹,x ɤ ²¹,,Liu2007,,,,,i n t,and/和,448,和
XiAn-Liu-2007-201-48-1,,XiAn,Liu-2007-201-48,xuo²⁴,xuo²⁴,x w o ²⁴,,Liu2007,,,,,i m n t,and/和,448,和
Chengdu-Liu-2007-201-48-1,,Chengdu,Liu-2007-201-48,xo²¹,xo²¹,x o ²¹,,Liu2007,,,,,i n t,and/和,448,和
Nanjing-Liu-2007-201-48-1,,Nanjing,Liu-2007-201-48,xo¹³,xo¹³,x o ¹³,,Liu2007,,,,,i n t,and/和,448,和
Jixi-Liu-2007-201-48-1,,Jixi,Liu-2007-201-48,xɵ⁴⁴,xɵ⁴⁴,x ɵ ⁴⁴,!b,Liu2007,,,,,i n t,and/和,448,和
Suzhou-Liu-2007-201-48-1,,Suzhou,Liu-2007-201-48,taʔ⁴,taʔ⁴,t a ʔ ⁴,,Liu2007,,,,,i n c t,and/搭,223,搭
Wenzhou-Liu-2007-201-48-1,,Wenzhou,Liu-2007-201-48,kʰuɔ⁵¹,kʰuɔ⁵¹,kʰ w ɔ ⁵¹,,Liu2007,,,,,i m n t,and/伉,650,伉
Changsha-Liu-2007-201-48-1,,Changsha,Liu-2007-201-48,kən³³,kən³³,k ə n ³³,,Liu2007,,,,,i n c t,follow/跟,651,跟
Loudi-Liu-2007-201-48-1,,Loudi,Liu-2007-201-48,ɣo¹³,ɣo¹³,ɣ o ¹³,!b,Liu2007,,,,,i n t,and/和,448,和
Nanchang-Liu-2007-201-48-1,,Nanchang,Liu-2007-201-48,fo⁴⁵,fo⁴⁵,f o ⁴⁵,!b,Liu2007,,,,,i n t,and/和,448,和
Meixian-Liu-2007-201-48-1,,Meixian,Liu-2007-201-48,tʰuŋ¹¹,tʰuŋ¹¹,tʰ u ŋ ¹¹,,Liu2007,,,,,i n c t,and/同,652,同
Guilin-Liu-2007-201-48-1,,Guilin,Liu-2007-201-48,kɤn⁴²,kɤn⁴²,k ɤ n ⁴²,,Liu2007,,,,,i n c t,follow/跟,651,跟
Guangzhou-Liu-2007-201-48-1,,Guangzhou,Liu-2007-201-48,uɔ²¹,uɔ²¹,w ɔ ²¹,!b,Liu2007,,,,,i n t,and/和,448,和
Fuzhou-Liu-2007-201-48-1,,Fuzhou,Liu-2007-201-48,kɔyŋ²⁴²,kɔyŋ²⁴²,k ɔy ŋ ²⁴²,,Liu2007,,,,,i n c t,give/共,625,共
Xiamen-Liu-2007-201-48-1,,Xiamen,Liu-2007-201-48,kaʔ³²*,kaʔ³²*,k a ʔ ³²,!b,Liu2007,,,,,i n c t,and/和,448,和
Beijing-Liu-2007-201-49-1,,Beijing,Liu-2007-201-49,xɤ³⁵,xɤ³⁵,x ɤ ³⁵,,Liu2007,,,,,i n t,river/河,394,河
Haerbin-Liu-2007-201-49-1,,Haerbin,Liu-2007-201-49,xɤ²⁴,xɤ²⁴,x ɤ ²⁴,,Liu2007,,,,,i n t,river/河,394,河
Jinan-Liu-2007-201-49-1,,Jinan,Liu-2007-201-49,xɤ⁵³,xɤ⁵³,x ɤ ⁵³,,Liu2007,,,,,i n t,river/河,394,河
Rongcheng-Liu-2007-201-49-1,,Rongcheng,Liu-2007-201-49,xuɔ³⁵,xuɔ³⁵,x w ɔ ³⁵,,Liu2007,,,,,i m n t,river/河,394,河
Taiyuan-Liu-2007-201-49-1,,Taiyuan,Liu-2007-201-49,xɤ²¹,xɤ²¹,x ɤ ²¹,,Liu2007,,,,,i n t,river/河,394,河
XiAn-Liu-2007-201-49-1,,XiAn,Liu-2007-201-49,xuo²⁴,xuo²⁴,x w o ²⁴,,Liu2007,,,,,i m n t,river/河,394,河
Chengdu-Liu-2007-201-49-1,,Chengdu,Liu-2007-201-49,xo²¹,xo²¹,x o ²¹,,Liu2007,,,,,i n t,river/河,394,河
Nanjing-Liu-2007-201-49-1,,Nanjing,Liu-2007-201-49,xo¹³,xo¹³,x o ¹³,,Liu2007,,,,,i n t,river/河,394,河
Jixi-Liu-2007-201-49-1,,Jixi,Liu-2007-201-49,xɵ⁴⁴,xɵ⁴⁴,x ɵ ⁴⁴,,Liu2007,,,,,i n t,river/河,394,河
Suzhou-Liu-2007-201-49-1,,Suzhou,Liu-2007-201-49,ɦəu¹³,ɦəu¹³,ɦ əu ¹³,,Liu2007,,,,,i n t,river/河,394,河
Wenzhou-Liu-2007-201-49-1,,Wenzhou,Liu-2007-201-49,vu³⁴¹,vu³⁴¹,v u ³⁴¹,,Liu2007,,,,,i n t,river/河,394,河
Changsha-Liu-2007-201-49-1,,Changsha,Liu-2007-201-49,xo¹³,xo¹³,x o ¹³,,Liu2007,,,,,i n t,river/河,394,河
Loudi-Liu-2007-201-49-1,,Loudi,Liu-2007-201-49,ɣo¹³,ɣo¹³,ɣ o ¹³,,Liu2007,,,,,i n t,river/河,394,河
Nanchang-Liu-2007-201-49-1,,Nanchang,Liu-2007-201-49,ho²⁴,ho²⁴,h o ²⁴,,Liu2007,,,,,i n t,river/河,394,河
Meixian-Liu-2007-201-49-1,,Meixian,Liu-2007-201-49,ho¹¹,ho¹¹,h o ¹¹,,Liu2007,,,,,i n t,river/河,394,河
Guilin-Liu-2007-201-49-1,,Guilin,Liu-2007-201-49,xuo²²,xuo²²,x w o ²²,,Liu2007,,,,,i m n t,river/河,394,河
Guangzhou-Liu-2007-201-49-1,,Guangzhou,Liu-2007-201-49,hɔ²¹,hɔ²¹,h ɔ ²¹,,Liu2007,,,,,i n t,river/河,394,河
Fuzhou-Liu-2007-201-49-1,,Fuzhou,Liu-2007-201-49,o⁵³,o⁵³,o ⁵³,,Liu2007,,,,,n t,river/河,394,河
Xiamen-Liu-2007-201-49-1,,Xiamen,Liu-2007-201-49,kʰue⁵⁵,kʰue⁵⁵,kʰ w e ⁵⁵,,Liu2007,,,,,i m n t,river/河,394,河
Beijing-Liu-2007-201-50-1,,Beijing,Liu-2007-201-50,tɕiɑŋ⁵⁵,tɕiɑŋ⁵⁵,tɕ j ɑ ŋ ⁵⁵,,Liu2007,,,,,i m n c t,river/江,653,江
Haerbin-Liu-2007-201-50-1,,Haerbin,Liu-2007-201-50,tɕiaŋ⁴⁴,tɕiaŋ⁴⁴,tɕ j a ŋ ⁴⁴,,Liu2007,,,,,i m n c t,river/江,653,江
Jinan-Liu-2007-201-50-1,,Jinan,Liu-2007-201-50,tɕiɑŋ²¹⁴,tɕiɑŋ²¹⁴,tɕ j ɑ ŋ ²¹⁴,,Liu2007,,,,,i m n c t,river/江,653,江
Rongcheng-Liu-2007-201-50-1,,Rongcheng,Liu-2007-201-50,ciaŋ⁵²,ciaŋ⁵²,c j a ŋ ⁵²,,Liu2007,,,,,i m n c t,river/江,653,江
Taiyuan-Liu-2007-201-50-1,,Taiyuan,Liu-2007-201-50,tɕɪɒ̃²¹,tɕɪɒ̃²¹,tɕ j ɒ̃ ²¹,,Liu2007,,,,,i m n t,river/江,653,江
XiAn-Liu-2007-201-50-1,,XiAn,Liu-2007-201-50,tɕiɑŋ²¹,tɕiɑŋ²¹,tɕ j ɑ ŋ ²¹,,Liu2007,,,,,i m n c t,river/江,653,江
Chengdu-Liu-2007-201-50-1,,Chengdu,Liu-2007-201-50,tɕiaŋ⁴⁵,tɕiaŋ⁴⁵,tɕ j a ŋ ⁴⁵,,Liu2007,,,,,i m n c t,river/江,653,江
Nanjing-Liu-2007-201-50-1,,Nanjing,Liu-2007-201-50,tɕiɑ̃³¹,tɕiɑ̃³¹,tɕ j ɑ̃ ³¹,,Liu2007,,,,,i m n t,river/江,653,江
Jixi-Liu-2007-201-50-1,,Jixi,Liu-2007-201-50,kõ⁵⁵,kõ⁵⁵,k õ ⁵⁵,,Liu2007,,,,,i n t,river/江,653,江
Suzhou-Liu-2007-201-50-1,,Suzhou,Liu-2007-201-50,kɑ̃⁴⁴,kɑ̃⁴⁴,k ɑ̃ ⁴⁴,,Liu2007,,,,,i n t,river/江,653,江
Wenzhou-Liu-2007-201-50-1,,Wenzhou,Liu-2007-201-50,kuɔ⁴⁴,kuɔ⁴⁴,k w ɔ ⁴⁴,,Liu2007,,,,,i m n t,river/江,653,江
Changsha-Liu-2007-201-50-1,,Changsha,Liu-2007-201-50,tɕian³³,tɕian³³,tɕ j a n ³³,,Liu2007,,,,,i m n c t,river/江,653,江
Loudi-Liu-2007-201-50-1,,Loudi,Liu-2007-201-50,tɔŋ⁴⁴,tɔŋ⁴⁴,t ɔ ŋ ⁴⁴,,Liu2007,,,,,i n c t,river/江,653,江
Nanchang-Liu-2007-201-50-1,,Nanchang,Liu-2007-201-50,kɔŋ⁴²,kɔŋ⁴²,k ɔ ŋ ⁴²,,Liu2007,,,,,i n c t,river/江,653,江
Meixian-Liu-2007-201-50-1,,Meixian,Liu-2007-201-50,koŋ³³,koŋ³³,k o ŋ ³³,,Liu2007,,,,,i n c t,river/江,653,江
Guilin-Liu-2007-201-50-1,,Guilin,Liu-2007-201-50,tɕiɑŋ⁴²,tɕiɑŋ⁴²,tɕ j ɑ ŋ ⁴²,,Liu2007,,,,,i m n c t,river/江,653,江
Guangzhou-Liu-2007-201-50-1,,Guangzhou,Liu-2007-201-50,kɔŋ⁵³,kɔŋ⁵³,k ɔ ŋ ⁵³,,Liu2007,,,,,i n c t,river/江,653,江
Fuzhou-Liu-2007-201-50-1,,Fuzhou,Liu-2007-201-50,k²ɤn⁵⁵,k²ɤn⁵⁵,k ɤ n ⁵⁵,,Liu2007,,,,,i n c t,river/江,653,江
Xiamen-Liu-2007-201-50-1,,Xiamen,Liu-2007-201-50,kaŋ⁵⁵,kaŋ⁵⁵,k a ŋ ⁵⁵,,Liu2007,,,,,i n c t,river/江,653,江
Beijing-Liu-2007-201-51-1,,Beijing,Liu-2007-201-51,xei⁵⁵,xei⁵⁵,x ei ⁵⁵,,Liu2007,,,,,i n t,black/黑,296,黑
Haerbin-Liu-2007-201-51-1,,Haerbin,Liu-2007-201-51,xei⁴⁴,xei⁴⁴,x ei ⁴⁴,,Liu2007,,,,,i n t,black/黑,296,黑
Jinan-Liu-2007-201-51-1,,Jinan,Liu-2007-201-51,xei²¹⁴,xei²¹⁴,x ei ²¹⁴,,Liu2007,,,,,i n t,black/黑,296,黑
Rongcheng-Liu-2007-201-51-1,,Rongcheng,Liu-2007-201-51,xɛ²¹⁴,xɛ²¹⁴,x ɛ ²¹⁴,,Liu2007,,,,,i n t,black/黑,296,黑
